AK_Default,CM_CatchAll,#Adelaide_Shackleton,1,Ich bin Adelaide Shackleton. Ich bin Geologin.,,,,,
AK_Default,CM_CatchAll,#Alexander_Veltman,2,Alexander Veltman hat diese Expedition angeleitet.. bevor er verschwand.,"Dr. Veltman hat zu meinem Bedauern angeordnet, dass er und David allein das Artefakt untersuchen und nicht gestört werden sollen. Ich habe dann selbstständig mit mit meiner eigenen Forschung begonnen.",,,,
AK_Default,CM_CatchAll,#Amelie_Veltman,1,Ich weiß leider nicht von wem sie sprechen.,,,,,
AK_Default,CM_CatchAll,#Arbeit,3,Ich bin als Forschungsassistentin für David auf diese Expedition gekommen.,Ich bin als Forschungsassistenz von David Edgeworth hergekommen.,Mr. Edgeworth und ich wollten zusammen die Geologie und Bodengeographie des Südpols untersuchen um dessen Entstehung zu ergründen.,,,
AK_Default,CM_CatchAll,#Brandspuren,2,Sie meinen die Spuren in der Höhle..? Edgar sagte dort ist David..,"Edgar meint es wäre kein Unfall gewesen. Aber ich glaube nicht, dass Doktor Veltman soetwas tun würde. Sie haben schon so lange zusammen gearbeitet.",,,,
AK_Default,CM_CatchAll,#Crew,1,"Als wir ankamen waren wir zu fünft. Alexander Veltman, er hat die Expedition geleitet. David Edgeworth, er war Ingenieur. Edgar Evans ist der Kapitän der uns her brachte. Lawrence Wilson ist unser Azt und ich, Adelaide Shackleton, Gelogin.",,,,,
AK_Default,CM_CatchAll,#David_Edgeworth,1,"David hat sich um mich gekümmert, er war mein Mentor. Er hat für mich gesorgt und mir ermöglicht mit auf diese Expedition zu kommen. Dr. Veltman hätte das nie zugelassen, wenn er sich nicht für mich eingesetzt hätte.",,,,,
AK_Default,CM_CatchAll,#Dialogpartner,0,,,,,,
AK_Default,CM_CatchAll,#Edgar_Evans,1,"Kapitän Evans. Er ist der Kapitän, der uns an diesen faszinierenden Ort gebracht hat.",,,,,
AK_Default,CM_CatchAll,#Elektronenröhre,1,Ich weiß leider nicht genau was das ist. Es könnte jedoch ein Elektrotechnisches Bauteil der Maschine in der Höhle sein.,,,,,
AK_Default,CM_CatchAll,#Forschung,0,,,,,,
AK_Default,CM_CatchAll,#Foto,1,David hat während unseres Aufenthalts hier einige Fotos gemacht. Sie hängen hier im Forschungszelt.,,,,,
AK_Default,CM_CatchAll,#Friedhof,1,Dort haben wir David begraben.. Dort steht auch ein Kreuz für Doktor Veltman.,,,,,
AK_Default,CM_CatchAll,#Höhle,2,In der Höhle hat Doktor Veltman zuerst das Kairosit entdeckt.,"Die Höhle war nicht schon immer dort. Doktor Veltman hat sie zusammen mit Kapitän Evans und David freigelegt.",,,,
AK_Default,CM_CatchAll,#Kairosit,6,David und Dr. Veltman haben seit der Entdeckung daran geforscht. Ich hätte es gerne vor Veltmans Verschwinden schon genauer untersucht.,"Es ist wirklich faszinierend. Es scheint Eigenschaften zu besitzen, wie kein anderes uns bisher bekanntes Material.","Wird es mit elektrischer Energie gespeist, beginnt es zu luminiszieren und ein Luftflimmern entsteht in seinem Umkreis. Es scheint starke endothermische Qualitäten zu besitzen. ",Es scheint starke energieabsorbierende Qualitäten zu besitzen. ,"Doktor Veltman hat es das große Kairositvorkommen in der Höhle oft als ""das Artefakt"" betitelt. Als hätte er erwartet es hier zu finden.","In einem meiner Tests haben sich sogar Dinge auf meinem Schreibtisch bewegt. Fotos die dort lagen waren auf einmal schwarz, als wären sie nicht entwickelt worden."
AK_Default,CM_CatchAll,#Kiste,1,"Meinen sie die Schatulle von Doktor Veltman? Er hat sie auf seinem Schreibtisch stehen, aber ich habe nie gesehen was er dort drinnen aufbewahrt.",,,,,
AK_Default,CM_CatchAll,#Lager,1,In diesem Zeltlager haben wir gelebt und gearbeitet.,,,,,
AK_Default,CM_CatchAll,#Lawrence_Wilson,2,Dr. Wilson ist unser Arzt. Er kümmert sich gut um unser Wohlbefinden. Sowohl körperlich als auch geistig.,Ich komme gut mit Dr. Wilson aus. Er bemüht sich stets das Richtige zu tun.,,,,
AK_Default,CM_CatchAll,#Maschine,2,Eine Maschine die an das Kairositvorkommen in der Höhle angeschlossen ist. Doktor Veltman und David haben damit untersucht wie das Kairosit auf elektrische Energie ragiert.,David hat die Maschine gebaut um mit Doktor Veltman das Kairosit zu untersuchen.,,,,
AK_Default,CM_CatchAll,#Person,1,Ich weiß leider nicht von wem sie gerade sprechen.,,,,,
AK_Default,CM_CatchAll,#Reise,1,"Die Anreise war lang. Aber ich hatte zumindest die Zeit, die anderen Crewmitglieder kennenzulernen.",,,,,
AK_Default,CM_CatchAll,#Rückreise,1,"Laut offiziellem Zeitplan hätten wir die Rückreise eigentlich vor zwei Monaten antreten sollen. Unsere Forschungen waren jedoch noch nicht abgeschlossen, also stimmten wir ab den Aufenthalt so lange es sein muss zu verlängern. Dies hatte natürlich Kürzung von Rationen zur Folge.",,,,,
AK_Default,CM_CatchAll,#Schiff,1,Sprechen Sie dazu am besten mit Kapitän Evans. Er kennt sich wohl am Besten mit seinem Schiff aus.,,,,,
AK_Default,CM_CatchAll,#Südpol,2,Der Südpol ist wirklich ein faszinierender Ort. Er hält noch so viel für uns bereit. Und wir haben bereits eine Bahnbrechende Entdeckung gemacht.,"Wir waren die ersten Menschen, die diesen Teil des Südpols betreten haben. Das ist wirklich faszinierend, nicht wahr?",,,,
AK_Default,CM_CatchAll,#Vorräte,1,"Eigentlich sind wir schon über zwei Monate außerhalb unseres Zeitplans. Aber da wir nur noch zu dritt sind, dürften wir noch genügend Vorräte haben. Kapitän Edgeworth hat unsere Rationen trotzdem gekürtzt, da wir hier feststecken. ",,,,,
AK_Default,CM_CatchAll,#NO_TOPIC,1,Ich verstehe leider nicht wovon Sie sprechen.,,,,,
,,,,,,,,,
AK_Default,CM_InvestigateOnTopic,#Adelaide_Shackleton,0,,,,,,
AK_Default,CM_InvestigateOnTopic,#Alexander_Veltman,0,,,,,,
AK_Default,CM_InvestigateOnTopic,#Amelie_Veltman,0,,,,,,
AK_Default,CM_InvestigateOnTopic,#Arbeit,0,,,,,,
